Row,session,NVotes,ideal_point,ccode
2843,63,76,0.9417787,PRT
2844,64,68,0.8849406,PRT
2845,65,68,0.9286838,PRT
2846,66,68,0.9223216,PRT
2847,67,69,0.9205332,PRT
2848,68,63,0.933124,PRT
2849,69,78,0.9638147,PRT
2850,70,73,0.9320621,PRT
2851,71,78,0.9486898,PRT
2852,72,90,1.033723,PRT
2853,73,95,0.9633084,PRT
2854,74,91,1.09197,PRT
2855,46,73,1.722051,DEU
2856,47,73,1.590115,DEU
2857,48,64,1.677687,DEU
2858,49,67,1.610364,DEU
2859,50,81,1.280352,DEU
2860,51,74,1.402822,DEU
2861,52,72,1.518368,DEU
2862,53,64,1.299248,DEU
2863,54,68,1.423139,DEU
2864,55,67,1.267948,DEU
2865,56,69,1.231821,DEU
2866,57,73,1.202267,DEU
2867,58,76,1.274283,DEU
2868,59,71,1.04862,DEU
2869,60,75,1.007616,DEU
2870,61,92,1.000464,DEU
2871,62,79,0.9284171,DEU
2872,63,76,0.8916102,DEU
2873,64,68,1.112264,DEU
2874,65,68,1.028099,DEU
2875,66,68,0.9821807,DEU
2876,67,69,0.9785263,DEU
2877,68,63,1.170872,DEU
2878,69,80,1.261874,DEU
2879,70,71,1.199564,DEU
2880,71,78,1.254228,DEU
2881,72,90,1.226039,DEU
2882,73,95,1.235452,DEU
2883,74,91,1.238237,DEU
2884,28,90,1.545485,DEU
2885,29,73,1.632599,DEU
2886,30,69,1.97251,DEU
2887,31,87,2.25684,DEU
2888,32,91,1.961454,DEU
2889,33,127,1.931583,DEU
2890,34,122,1.967018,DEU
2891,35,103,1.929322,DEU
2892,36,134,1.816402,DEU
2893,37,158,1.563098,DEU
2894,38,149,1.787885,DEU
2895,39,151,1.869945,DEU
2896,40,152,1.913659,DEU
2897,41,146,1.975584,DEU
2898,42,140,1.818371,DEU
2899,43,134,2.031034,DEU
2900,44,114,1.9353,DEU
2901,45,84,1.875606,DEU
2902,28,91,-2.162364,DDR
2903,29,73,-2.085984,DDR
2904,30,69,-2.356134,DDR
2905,31,86,-1.995553,DDR
2906,32,91,-2.375486,DDR
2907,33,126,-2.199482,DDR
2908,34,121,-2.239855,DDR
2909,35,102,-2.078412,DDR
2910,36,133,-2.015596,DDR
2911,37,157,-0.644098,DDR
2912,38,149,-1.759813,DDR
2913,39,150,-1.331504,DDR
2914,40,151,-1.504147,DDR
2915,41,151,-1.259406,DDR
2916,42,142,-0.5322218,DDR
2917,43,134,-0.5082274,DDR
2918,44,114,-0.6316964,DDR
2919,1,42,-1.340665,POL
2920,2,33,-1.692318,POL
2921,3,102,-2.376251,POL
2922,4,63,-2.705349,POL
2923,5,52,-2.878228,POL
2924,6,25,-2.789115,POL
2925,7,49,-2.656154,POL
2926,8,25,-2.620259,POL
2927,9,30,-2.678271,POL
2928,10,27,-2.950797,POL
2929,11,46,-2.710454,POL
2930,12,34,-2.725673,POL
2931,13,33,-2.767403,POL
2932,14,54,-2.528686,POL
2933,15,103,-2.285742,POL
2934,16,74,-2.305626,POL
2935,17,46,-2.289001,POL
2936,18,31,-2.700315,POL
2937,20,40,-2.350298,POL
2938,21,50,-2.133696,POL
2939,22,57,-1.600262,POL
2940,23,51,-1.789683,POL
2941,24,44,-1.57007,POL
2942,25,66,-2.300478,POL
2943,26,120,-2.393734,POL
2944,27,101,-2.082977,POL
2945,28,90,-2.187323,POL
2946,29,73,-2.083945,POL
2947,30,69,-2.336748,POL
2948,31,87,-1.829974,POL
2949,32,91,-2.254144,POL
2950,33,124,-1.826963,POL
2951,34,121,-1.66627,POL
2952,35,102,-1.529809,POL
2953,36,132,-1.714648,POL
2954,37,158,-1.661021,POL
2955,38,149,-1.692456,POL
2956,39,151,-1.335169,POL
2957,40,152,-1.163648,POL
2958,41,152,-1.230096,POL
2959,42,141,-1.110494,POL
2960,43,131,-0.7614232,POL
2961,44,112,-0.3245159,POL
2962,45,81,1.284352,POL
2963,46,73,1.31175,POL
2964,47,72,1.34011,POL
2965,48,64,1.389885,POL
2966,49,68,1.472379,POL
2967,50,79,1.253139,POL
2968,51,73,1.370716,POL
2969,52,72,1.411611,POL
2970,53,64,1.223165,POL
2971,54,68,1.138405,POL
2972,55,67,1.185152,POL
2973,56,69,1.165221,POL
2974,57,75,1.122605,POL
2975,58,74,1.238236,POL
2976,59,71,1.111491,POL
2977,60,75,1.042614,POL
2978,61,91,1.025747,POL
2979,62,79,1.042671,POL
2980,63,76,1.054451,POL
2981,64,68,1.181562,POL
2982,65,67,1.066014,POL
2983,66,68,1.028256,POL
2984,67,69,1.034922,POL
2985,68,63,1.024944,POL
2986,69,80,1.025504,POL
2987,70,73,1.170171,POL
2988,71,77,1.146529,POL
2989,72,90,1.132644,POL
2990,73,94,1.256376,POL
2991,74,91,1.219414,POL
2992,11,60,0.336357,AUT
2993,12,34,0.8846396,AUT
2994,13,33,0.3907545,AUT
2995,14,54,0.807349,AUT
2996,15,103,0.6245316,AUT
2997,16,74,0.8303914,AUT
2998,17,46,1.199931,AUT
2999,18,31,0.9817412,AUT
3000,20,40,1.230756,AUT
3001,21,50,1.35749,AUT
3002,22,57,1.298861,AUT
3003,23,50,1.31728,AUT
3004,24,44,1.285194,AUT
3005,25,67,1.326729,AUT
3006,26,120,0.8944364,AUT
3007,27,102,1.271698,AUT
3008,28,91,1.18633,AUT
3009,29,73,1.252115,AUT
3010,30,69,0.9905685,AUT
3011,31,87,1.114463,AUT
3012,32,91,1.203463,AUT
3013,33,125,1.315907,AUT
3014,34,122,1.244376,AUT
3015,35,103,1.100638,AUT
3016,36,134,1.083774,AUT
3017,37,158,0.9337161,AUT
3018,38,149,0.8364438,AUT
3019,39,151,0.8571005,AUT
3020,40,154,0.9550736,AUT
3021,41,154,0.9780386,AUT
3022,42,141,0.996369,AUT
3023,43,134,1.100374,AUT
3024,44,114,0.9346281,AUT
3025,45,84,0.8842456,AUT
3026,46,73,1.054925,AUT
3027,47,73,1.132504,AUT
3028,48,63,1.140166,AUT
3029,49,68,1.154515,AUT
3030,50,81,1.100963,AUT
3031,51,74,1.114221,AUT
3032,52,72,1.282366,AUT
3033,53,64,1.158523,AUT
3034,54,68,1.034461,AUT
3035,55,66,1.063943,AUT
3036,56,69,1.034351,AUT
3037,57,75,0.9005674,AUT
3038,58,76,0.9418495,AUT
3039,59,72,0.9474942,AUT
3040,60,75,0.9811674,AUT
3041,61,92,0.8533605,AUT
3042,62,79,0.7633217,AUT
3043,63,76,0.7910883,AUT
3044,64,68,0.8412792,AUT
3045,65,68,0.7488402,AUT
3046,66,68,0.8030242,AUT
3047,67,69,0.7333455,AUT
3048,68,64,0.7590561,AUT
3049,69,79,0.8356908,AUT
3050,70,73,0.6849744,AUT
3051,71,77,0.7135777,AUT
3052,72,90,0.7189434,AUT
3053,73,95,0.8124237,AUT
3054,74,91,0.8485334,AUT
3055,10,6,-2.840985,HUN
3056,11,42,-2.832307,HUN
3057,12,34,-2.766,HUN
3058,13,33,-2.791185,HUN
3059,14,54,-2.746197,HUN
3060,15,102,-2.340993,HUN
3061,16,74,-2.301922,HUN
3062,17,46,-2.280219,HUN
3063,18,31,-2.70858,HUN
3064,20,40,-2.341411,HUN
3065,21,50,-2.127353,HUN
3066,22,57,-1.603256,HUN
3067,23,51,-1.962515,HUN
3068,24,44,-1.731264,HUN
3069,25,66,-2.44036,HUN
3070,26,120,-2.415279,HUN
3071,27,100,-2.082695,HUN
3072,28,91,-2.160528,HUN
3073,29,72,-2.098106,HUN
3074,30,69,-2.340095,HUN
3075,31,87,-1.99555,HUN
3076,32,91,-2.401832,HUN
3077,33,126,-2.287096,HUN
3078,34,122,-2.225165,HUN
3079,35,103,-2.077435,HUN
3080,36,134,-1.996352,HUN
3081,37,158,-1.907163,HUN
3082,38,148,-1.897663,HUN
3083,39,151,-1.362789,HUN
3084,40,151,-1.509771,HUN
3085,41,150,-1.27075,HUN
3086,42,139,-1.044328,HUN
3087,43,131,-0.5665231,HUN
3088,44,109,0.1928841,HUN
3089,45,82,1.064218,HUN
3090,46,69,1.256193,HUN
3091,47,71,1.359153,HUN
3092,48,63,1.349929,HUN
3093,49,68,1.557172,HUN
3094,50,74,1.27494,HUN
3095,51,73,1.49362,HUN
3096,52,70,1.378481,HUN
3097,53,64,1.320858,HUN
3098,54,68,1.334071,HUN
3099,55,67,1.255777,HUN
3100,56,66,1.235066,HUN
3101,57,74,1.189223,HUN
3102,58,76,1.137805,HUN
3103,59,71,1.01802,HUN
3104,60,75,1.049223,HUN
3105,61,92,1.019224,HUN
3106,62,73,1.072595,HUN
3107,63,76,0.9887067,HUN
3108,64,67,1.035305,HUN
3109,65,68,1.043114,HUN
3110,66,68,0.9146426,HUN
3111,67,69,1.040821,HUN
3112,68,64,1.102104,HUN
3113,69,80,1.131291,HUN
3114,70,73,1.174087,HUN
3115,71,78,1.243128,HUN
3116,72,90,1.13088,HUN
3117,73,95,1.397042,HUN
3118,74,91,1.27043,HUN
3119,1,42,-0.4851907,CSK
3120,2,38,-1.272383,CSK
3121,3,103,-2.355659,CSK
3122,4,62,-2.635642,CSK
3123,5,52,-2.865319,CSK
3124,6,25,-2.791429,CSK
3125,7,49,-2.728886,CSK
3126,8,25,-2.638058,CSK
3127,9,30,-2.684784,CSK
3128,10,27,-2.896916,CSK
3129,11,60,-2.748738,CSK
3130,12,34,-2.645595,CSK
3131,13,33,-2.766285,CSK
3132,14,54,-2.724549,CSK
3133,15,103,-2.363351,CSK
3134,16,72,-2.305034,CSK
3135,17,46,-2.28829,CSK
3136,18,31,-2.716603,CSK
3137,20,40,-2.334099,CSK
3138,21,50,-2.138453,CSK
3139,22,57,-1.592981,CSK
3140,23,51,-1.772112,CSK
3141,24,44,-1.561469,CSK
3142,25,67,-2.411236,CSK
3143,26,118,-2.44033,CSK
3144,27,100,-2.069201,CSK
3145,28,90,-2.167282,CSK
3146,29,73,-2.064722,CSK
3147,30,69,-2.354469,CSK
3148,31,86,-1.985724,CSK
3149,32,90,-2.39353,CSK
3150,33,126,-2.304729,CSK
3151,34,122,-2.235555,CSK
3152,35,103,-2.100504,CSK
3153,36,134,-2.014669,CSK
3154,37,158,-1.907801,CSK
3155,38,148,-1.892788,CSK
3156,39,151,-1.358567,CSK
3157,40,151,-1.50751,CSK
3158,41,151,-1.275826,CSK
3159,42,142,-0.9904153,CSK
3160,43,133,-0.7859203,CSK
3161,44,114,-0.6589015,CSK
3162,45,83,1.141589,CSK
3163,46,72,1.345216,CSK
3164,47,71,1.379597,CSK
3165,48,64,1.502141,CZE
3166,49,67,1.46831,CZE
3167,50,80,1.204103,CZE
3168,51,74,1.400702,CZE
3169,52,72,1.454486,CZE
3170,53,63,1.212917,CZE
3171,54,68,1.131191,CZE
3172,55,67,1.180267,CZE
3173,56,69,1.174313,CZE
3174,57,74,1.098294,CZE
3175,58,76,1.182372,CZE
3176,59,71,1.020109,CZE
3177,60,75,1.01385,CZE
3178,61,92,1.099301,CZE
3179,62,78,1.101397,CZE
3180,63,76,1.051758,CZE
3181,64,68,1.141484,CZE
3182,65,68,1.104756,CZE
3183,66,68,1.051365,CZE
3184,67,69,1.16458,CZE
3185,68,64,1.19286,CZE
3186,69,80,1.136329,CZE
3187,70,72,1.249004,CZE
3188,71,78,1.300076,CZE
3189,72,89,1.256695,CZE
3190,73,95,1.310197,CZE
3191,74,91,1.284199,CZE
3192,48,63,1.352954,SVK
3193,49,61,1.444585,SVK
3194,50,81,1.216594,SVK
3195,51,73,1.351888,SVK
3196,52,72,1.349044,SVK
3197,53,64,1.22059,SVK
3198,54,68,1.123787,SVK
3199,55,67,1.113889,SVK
3200,56,69,1.027564,SVK
3201,57,75,1.040787,SVK
3202,58,76,1.062968,SVK
3203,59,72,0.9727999,SVK
3204,60,75,0.9671664,SVK
3205,61,90,0.9991928,SVK
3206,62,79,1.02528,SVK
3207,63,76,0.9623364,SVK
3208,64,68,1.055745,SVK
3209,65,68,1.01987,SVK
3210,66,68,1.04051,SVK
3211,67,69,1.033796,SVK
3212,68,64,1.027405,SVK
3213,69,80,1.030996,SVK
3214,70,73,1.093171,SVK
3215,71,78,1.156643,SVK
3216,72,89,1.074824,SVK
3217,73,94,1.147081,SVK
3218,74,91,1.163264,SVK
3219,11,60,1.618802,ITA
3220,12,34,1.775515,ITA
3221,13,33,1.549137,ITA
3222,14,54,1.686727,ITA
3223,15,103,1.246018,ITA
3224,16,74,1.532021,ITA
3225,17,46,1.604649,ITA
3226,18,31,1.467978,ITA
3227,20,40,1.525634,ITA
3228,21,49,1.602609,ITA
3229,22,57,1.625754,ITA
3230,23,51,1.880803,ITA
3231,24,44,1.5379,ITA
3232,25,66,1.500247,ITA
3233,26,120,1.264873,ITA
3234,27,102,1.527935,ITA
3235,28,91,1.485439,ITA
3236,29,73,1.511859,ITA
3237,30,69,1.526441,ITA
3238,31,87,1.796011,ITA
3239,32,91,1.560833,ITA
3240,33,127,1.708714,ITA
3241,34,122,1.612214,ITA
3242,35,103,1.627349,ITA
3243,36,134,1.665756,ITA
3244,37,158,1.628582,ITA
3245,38,149,1.612806,ITA
3246,39,151,1.730835,ITA
3247,40,151,1.746106,ITA
3248,41,151,1.775448,ITA
3249,42,140,1.707283,ITA
3250,43,134,1.705125,ITA
3251,44,114,1.803661,ITA
3252,45,84,1.725926,ITA
3253,46,73,1.60052,ITA
3254,47,73,1.593583,ITA
3255,48,64,1.594035,ITA
3256,49,68,1.58468,ITA
3257,50,80,1.262653,ITA
3258,51,74,1.443946,ITA
3259,52,72,1.470106,ITA
3260,53,64,1.260181,ITA
3261,54,68,1.120254,ITA
3262,55,66,1.11955,ITA
3263,56,67,1.144188,ITA
3264,57,75,1.214439,ITA
3265,58,76,1.125396,ITA
3266,59,71,0.9813391,ITA
3267,60,74,1.000533,ITA
3268,61,92,0.863925,ITA
3269,62,79,0.9129769,ITA
3270,63,76,0.8926639,ITA
3271,64,68,1.047252,ITA
3272,65,64,0.8945937,ITA
3273,66,68,0.9776601,ITA
3274,67,69,0.8935574,ITA
3275,68,64,0.9865358,ITA
3276,69,80,0.9583093,ITA
3277,70,73,0.9916678,ITA
3278,71,77,0.9671346,ITA
3279,72,90,1.035395,ITA
3280,73,95,1.126094,ITA
3281,74,91,1.110598,ITA
3282,46,1,1.318431,SMR
3283,47,34,1.32352,SMR
3284,48,34,1.213003,SMR
3285,50,15,0.8287167,SMR
3286,51,72,0.8186269,SMR
3287,52,70,1.059729,SMR
3288,53,63,0.7996347,SMR
3289,54,68,0.7648822,SMR
3290,55,66,0.8766919,SMR
3291,56,69,0.9777179,SMR
3292,57,72,0.8757119,SMR
3293,58,76,0.9026049,SMR
3294,59,72,0.8580953,SMR
3295,60,75,0.838389,SMR
3296,61,89,0.9393398,SMR
3297,62,77,0.8225773,SMR
3298,63,76,0.8852995,SMR
3299,64,67,0.8881596,SMR
3300,65,67,0.8415156,SMR
3301,66,68,0.901332,SMR
3302,67,69,0.9107044,SMR
3303,68,64,0.82032,SMR
3304,69,80,0.8167624,SMR
3305,70,73,0.6701873,SMR
3306,71,78,0.6624187,SMR
3307,72,89,0.7135971,SMR
3308,73,95,0.7851795,SMR
3309,74,91,0.7887857,SMR
3310,20,13,1.729946,MLT
3311,21,23,1.9734,MLT
3312,22,35,1.350343,MLT
3313,23,28,1.738434,MLT
3314,24,15,1.887699,MLT
3315,25,16,1.760254,MLT
3316,26,100,0.547293,MLT
3317,27,88,0.3036321,MLT
3318,28,67,-0.1060914,MLT
3319,29,65,-0.5572803,MLT
3320,30,62,-0.4999144,MLT
3321,31,82,-0.448874,MLT
3322,32,85,-0.3098592,MLT
3323,33,103,-0.09216143,MLT
3324,34,111,-0.1076601,MLT
3325,35,98,-0.1274777,MLT
3326,36,128,-0.3344951,MLT
3327,37,153,-0.2298082,MLT
3328,38,135,-0.2959066,MLT
3329,39,133,-0.3776806,MLT
3330,40,142,-0.2494111,MLT
3331,41,154,-0.3435841,MLT
3332,42,141,0.5380872,MLT
3333,43,133,0.607035,MLT
3334,44,114,0.7144276,MLT
3335,45,86,0.6273302,MLT
3336,46,74,0.4973933,MLT
3337,47,73,0.7750911,MLT
3338,48,63,0.9092219,MLT
3339,49,68,1.030943,MLT
3340,50,81,0.8207669,MLT
3341,51,72,0.3755258,MLT
3342,52,71,0.3694402,MLT
3343,53,64,0.4123908,MLT
3344,54,68,0.6627169,MLT
3345,55,67,0.6448665,MLT
3346,56,68,0.7229879,MLT
3347,57,75,0.6103898,MLT
3348,58,76,0.7256835,MLT
3349,59,71,0.6596361,MLT
3350,60,75,0.6631745,MLT
3351,61,90,0.7278731,MLT
3352,62,79,0.7298313,MLT
3353,63,75,0.6806013,MLT
3354,64,68,0.7012443,MLT
3355,65,68,0.6267842,MLT
3356,66,68,0.6865187,MLT
3357,67,69,0.5869829,MLT
3358,68,63,0.6580358,MLT
3359,69,79,0.7030528,MLT
3360,70,72,0.5715557,MLT
3361,71,78,0.6758048,MLT
3362,72,89,0.7098961,MLT
3363,73,95,0.7289038,MLT
3364,74,91,0.7706619,MLT
3365,11,60,-2.748596,ALB
3366,12,34,-2.766503,ALB
3367,13,33,-2.795751,ALB
3368,14,54,-2.743647,ALB
3369,15,103,-2.253184,ALB
3370,16,74,-2.268644,ALB
3371,17,42,-2.250708,ALB
3372,18,28,-2.475897,ALB
3373,20,24,-2.534627,ALB
3374,21,31,-2.320166,ALB
3375,22,21,-2.298772,ALB
3376,23,12,-2.428868,ALB
3377,24,9,-2.448834,ALB
3378,25,21,-2.157986,ALB
3379,26,68,-1.92177,ALB
3380,27,60,-1.144666,ALB
3381,28,68,-0.7018225,ALB
3382,29,51,-1.168787,ALB
3383,30,38,-0.5234162,ALB
3384,31,56,-1.482304,ALB
3385,32,44,-1.605733,ALB
3386,33,46,-1.949704,ALB
3387,34,52,-2.020749,ALB
3388,35,50,-1.35179,ALB
3389,36,73,-1.124733,ALB
3390,37,73,-1.330471,ALB
3391,38,72,-1.386622,ALB
3392,39,69,-1.06629,ALB
3393,40,73,-1.33148,ALB
3394,41,73,-1.286041,ALB
3395,42,109,-1.535447,ALB
3396,43,107,-1.247574,ALB
3397,44,102,-1.02017,ALB
3398,45,83,-0.8380346,ALB
3399,46,72,1.004268,ALB
3400,47,39,1.002396,ALB
3401,48,38,0.9246984,ALB
3402,49,57,1.073869,ALB
3403,50,75,0.9374337,ALB
3404,51,66,1.221558,ALB
3405,52,58,1.162756,ALB
3406,53,55,1.201323,ALB
3407,54,54,1.055072,ALB
3408,55,36,1.329377,ALB
3409,56,41,1.37253,ALB
3410,57,70,1.143233,ALB
3411,58,72,1.274235,ALB
3412,59,64,1.23019,ALB
3413,60,70,1.529308,ALB
3414,61,91,1.069607,ALB
3415,62,70,0.8551519,ALB
3416,63,75,0.9777622,ALB
3417,64,66,0.7303449,ALB
3418,65,68,0.9314152,ALB
3419,66,66,1.022846,ALB
3420,67,69,0.986051,ALB
3421,68,63,0.9761347,ALB
3422,69,78,0.9525911,ALB
3423,70,72,0.9787904,ALB
3424,71,77,1.042432,ALB
3425,72,90,1.076573,ALB
3426,73,94,1.111865,ALB
3427,74,90,1.179234,ALB
3428,61,82,0.9528281,MNE
3429,62,78,0.9219342,MNE
3430,63,76,0.913518,MNE
3431,64,67,0.9350704,MNE
3432,65,68,0.8962835,MNE
3433,66,67,0.8725114,MNE
3434,67,69,0.8270553,MNE
3435,68,64,0.8434597,MNE
3436,69,80,0.7722915,MNE
3437,70,73,0.795417,MNE
3438,71,77,1.167658,MNE
3439,72,89,1.078601,MNE
3440,73,95,1.042067,MNE
3441,74,91,1.08861,MNE
3442,48,62,0.6105579,MKD
3443,49,64,1.064724,MKD
3444,50,79,0.9532236,MKD
3445,51,73,1.117724,MKD
3446,52,71,1.133155,MKD
3447,53,62,0.9382911,MKD
3448,54,66,0.8895041,MKD
3449,55,66,0.9995807,MKD
3450,56,68,1.014964,MKD
3451,57,75,0.9874795,MKD
3452,58,75,1.010137,MKD
3453,59,69,0.9496597,MKD
3454,60,74,0.9575762,MKD
3455,61,91,0.975967,MKD
3456,62,79,0.9679745,MKD
3457,63,75,0.9757474,MKD
3458,64,67,1.029647,MKD
3459,65,68,0.8489966,MKD
3460,66,68,0.9395633,MKD
3461,67,69,0.9372679,MKD
3462,68,62,0.8613601,MKD
3463,69,35,0.919819,MKD
3464,70,72,0.8388958,MKD
3465,71,78,0.8362163,MKD
3466,72,89,0.922751,MKD
3467,73,95,0.938577,MKD
3468,74,91,1.065817,MKD
3469,47,34,1.084538,HRV
3470,48,41,1.1285,HRV
3471,49,61,0.9074642,HRV
3472,50,76,0.981203,HRV
3473,51,69,1.06336,HRV
3474,52,69,1.16101,HRV
3475,53,62,0.972144,HRV
3476,54,66,0.916045,HRV
3477,55,67,1.08061,HRV
3478,56,68,0.8784773,HRV
3479,57,75,0.9565907,HRV
3480,58,76,1.023768,HRV
3481,59,72,0.9499174,HRV
3482,60,75,0.9717939,HRV
3483,61,92,0.9670583,HRV
3484,62,78,0.9723764,HRV
3485,63,76,0.9720034,HRV
3486,64,67,0.9282314,HRV
3487,65,67,0.9851067,HRV
3488,66,62,0.9674721,HRV
3489,67,68,1.00611,HRV
3490,68,63,0.983745,HRV
3491,69,77,0.9473434,HRV
3492,70,73,1.040173,HRV
3493,71,78,1.154286,HRV
3494,72,89,1.078894,HRV
3495,73,95,1.117789,HRV
3496,74,91,1.093434,HRV
3497,1,40,-2.044458,YUG
3498,2,38,-2.007149,YUG
3499,3,102,-2.461986,YUG
3500,4,62,-1.444375,YUG
3501,5,53,-1.086681,YUG
3502,6,25,-0.6843986,YUG
3503,7,49,-0.2036084,YUG
3504,8,25,-0.5712303,YUG
3505,9,30,-0.9073528,YUG
3506,10,27,-1.324659,YUG
3507,11,60,-1.425765,YUG
3508,12,32,-1.120761,YUG
3509,13,33,-1.33208,YUG
3510,14,54,-1.699125,YUG
3511,15,103,-1.495205,YUG
3512,16,74,-1.344321,YUG
3513,17,46,-1.488495,YUG
3514,18,31,-0.9982057,YUG
3515,20,40,-0.9848838,YUG
3516,21,50,-1.507606,YUG
3517,22,55,-1.261241,YUG
3518,23,51,-1.275689,YUG
3519,24,44,-1.269999,YUG
3520,25,67,-0.9902156,YUG
3521,26,118,-0.9256528,YUG
3522,27,102,-0.3473983,YUG
3523,28,90,-0.5674299,YUG
3524,29,73,-0.7931915,YUG
3525,30,69,-0.6393036,YUG
3526,31,87,-0.4797792,YUG
3527,32,91,-0.3221982,YUG
3528,33,127,-0.3391911,YUG
3529,34,122,-0.239804,YUG
3530,35,103,-0.2231727,YUG
3531,36,134,-0.2835704,YUG
3532,37,158,-0.3241373,YUG
3533,38,149,-0.3916474,YUG
3534,39,151,-0.6109982,YUG
3535,40,153,-0.5177822,YUG
3536,41,154,-0.6163895,YUG
3537,42,142,-0.6674356,YUG
3538,43,136,-0.6454489,YUG
3539,44,115,-0.6790872,YUG
3540,45,86,-0.7645734,YUG
3541,46,75,-0.7088214,YUG
3542,47,1,-0.7312662,YUG
3543,55,32,0.7492135,YUG
3544,56,69,0.8823852,YUG
3545,57,75,0.983612,YUG
3546,58,76,0.9889759,YUG
3547,59,72,0.9451106,YUG
3548,60,75,0.9396513,YUG
3549,61,92,0.9674378,YUG
3550,62,77,0.8064085,YUG
3551,63,73,0.4301836,YUG
3552,64,65,0.4327767,YUG
3553,65,66,0.4709593,YUG
3554,66,68,0.4329062,YUG
3555,67,69,0.5004657,YUG
3556,68,63,0.624005,YUG
3557,69,80,0.6352368,YUG
3558,70,71,0.5149566,YUG
3559,71,75,0.5291464,YUG
3560,72,84,0.5312668,YUG
3561,73,92,0.4126882,YUG
3562,74,86,0.4710583,YUG
3563,46,1,-0.2112146,BIH
3564,47,43,-0.2139934,BIH
3565,48,28,-0.03880099,BIH
3566,49,32,0.10774,BIH
3567,50,60,0.6088958,BIH
3568,51,61,0.5784478,BIH
3569,54,43,0.7628884,BIH
3570,55,34,0.6782253,BIH
3571,56,36,1.111222,BIH
3572,57,66,1.07499,BIH
3573,58,75,0.9143723,BIH
3574,59,71,0.945541,BIH
3575,60,52,0.9769972,BIH
3576,61,84,0.8758914,BIH
3577,62,72,0.9469535,BIH
3578,63,72,0.9681684,BIH
3579,64,66,0.7119902,BIH
3580,65,67,0.646107,BIH
3581,66,68,0.841829,BIH
3582,67,69,0.853349,BIH
3583,68,62,0.8378324,BIH
3584,69,78,0.8659928,BIH
3585,70,73,0.7997115,BIH
3586,71,78,0.8025581,BIH
3587,72,89,0.8178028,BIH
3588,73,90,0.7831373,BIH
3589,74,91,0.784837,BIH
3590,47,57,1.305779,SVN
3591,48,61,1.131529,SVN
3592,49,66,1.162318,SVN
3593,50,78,1.129059,SVN
3594,51,72,1.368346,SVN
3595,52,71,1.298164,SVN
3596,53,64,1.182642,SVN
3597,54,67,1.119882,SVN
3598,55,67,1.119898,SVN
3599,56,67,1.154344,SVN
3600,57,75,1.137222,SVN
3601,58,75,1.030992,SVN
3602,59,72,1.004752,SVN
3603,60,75,1.037185,SVN
3604,61,92,1.007966,SVN
3605,62,79,1.014624,SVN
3606,63,75,0.9768535,SVN
3607,64,68,0.8902455,SVN
3608,65,68,0.8814594,SVN
3609,66,68,0.9158635,SVN
3610,67,69,0.9137963,SVN
3611,68,64,0.9165434,SVN
3612,69,80,0.8996075,SVN
3613,70,73,1.036398,SVN
3614,71,78,1.107436,SVN
3615,72,89,1.078792,SVN
3616,73,95,1.078757,SVN
3617,74,91,1.06341,SVN
3618,1,41,2.020511,GRC
3619,2,37,2.213479,GRC
3620,3,103,1.887843,GRC
3621,4,56,1.54788,GRC
3622,5,53,1.671071,GRC
3623,6,25,1.114826,GRC
3624,7,49,1.261745,GRC
3625,8,25,1.151871,GRC
3626,9,30,0.0350464,GRC
3627,10,27,0.40352,GRC
3628,11,60,0.4167707,GRC
3629,12,32,0.06340266,GRC
3630,13,33,0.1164902,GRC
3631,14,53,0.8458537,GRC
3632,15,103,1.125426,GRC
3633,16,73,1.429459,GRC
3634,17,46,1.239179,GRC
3635,18,29,1.402719,GRC
3636,20,39,0.5576233,GRC
3637,21,50,1.163139,GRC
3638,22,54,0.6906324,GRC
3639,23,51,0.9182828,GRC
3640,24,44,0.5554681,GRC
3641,25,67,0.4162848,GRC
3642,26,120,0.5319069,GRC
3643,27,100,0.9071618,GRC
3644,28,86,1.043078,GRC
3645,29,73,0.5463961,GRC
3646,30,66,0.408373,GRC
3647,31,84,0.395004,GRC
3648,32,91,0.4664448,GRC
3649,33,127,0.7397232,GRC
3650,34,122,0.8292501,GRC
3651,35,103,1.114773,GRC
3652,36,134,0.8002032,GRC
3653,37,158,0.6508247,GRC
3654,38,149,0.5159826,GRC
3655,39,151,0.4237689,GRC
3656,40,151,0.6562817,GRC
3657,41,151,0.7933998,GRC
3658,42,142,0.868185,GRC
3659,43,134,0.959758,GRC
3660,44,114,0.9511355,GRC
3661,45,84,0.9996118,GRC
3662,46,73,0.9208293,GRC
3663,47,73,0.913967,GRC
3664,48,64,0.9689329,GRC
3665,49,68,1.229612,GRC
3666,50,81,1.569233,GRC
3667,51,14,1.473909,GRC
3668,52,72,1.377702,GRC
3669,53,64,1.179999,GRC
3670,54,68,1.114209,GRC
3671,55,67,1.113178,GRC
3672,56,69,1.13076,GRC
3673,57,75,1.038183,GRC
3674,58,76,1.041616,GRC
3675,59,70,0.9050181,GRC
3676,60,75,0.9609427,GRC
3677,61,92,1.008758,GRC
3678,62,79,1.02158,GRC
3679,63,76,0.9587756,GRC
3680,64,68,0.9325838,GRC
3681,65,65,-0.3380835,GRC
3682,66,68,0.8498934,GRC
3683,67,68,0.8888579,GRC
3684,68,63,0.9314683,GRC
3685,69,80,0.8785418,GRC
3686,70,73,0.8285916,GRC
3687,71,78,0.7706824,GRC
