year,Time Code,Country Name,ccode,corruption,regulatory
2021,YR2021,Monaco,MCO,1.2798718214035,1.35934960842133
2021,YR2021,Mongolia,MNG,-0.552942454814911,-0.253772854804993
2021,YR2021,Montenegro,MNE,-0.0434206426143646,0.420747458934784
2021,YR2021,Morocco,MAR,-0.420962542295456,-0.133877843618393
2021,YR2021,Mozambique,MOZ,-0.818972706794739,-0.796027064323425
2021,YR2021,Myanmar,MMR,-1.04807686805725,-1.11852133274078
2021,YR2021,Namibia,NAM,0.236004292964935,-0.0211970582604408
2021,YR2021,Nauru,NRU,0.604154706001282,-0.0707451999187469
2021,YR2021,Nepal,NPL,-0.556139707565308,-0.642471373081207
2021,YR2021,Netherlands,NLD,2.00462627410889,1.73918282985687
2021,YR2021,Netherlands Antilles,ANT,..,..
2021,YR2021,New Zealand,NZL,2.17015552520752,1.80264282226563
2021,YR2021,Nicaragua,NIC,-1.25470376014709,-0.852285444736481
2021,YR2021,Niger,NER,-0.582625091075897,-0.760396122932434
2021,YR2021,Nigeria,NGA,-1.1032567024231,-0.944378197193146
2021,YR2021,Niue,NIU,..,..
2021,YR2021,North Macedonia,MKD,-0.374614268541336,0.405005574226379
2021,YR2021,Norway,NOR,2.10870814323425,1.62860715389252
2021,YR2021,Oman,OMN,0.0621689148247242,0.315641969442368
2021,YR2021,Pakistan,PAK,-0.809737384319305,-0.761585533618927
2021,YR2021,Palau,PLW,0.604154706001282,0.531117498874664
2021,YR2021,Panama,PAN,-0.591235816478729,0.177574455738068
2021,YR2021,Papua New Guinea,PNG,-0.77021861076355,-0.829443156719208
2021,YR2021,Paraguay,PRY,-1.02597737312317,-0.222117677330971
2021,YR2021,Peru,PER,-0.653225958347321,0.0637786462903023
2021,YR2021,Philippines,PHL,-0.529578149318695,0.0623732283711433
2021,YR2021,Poland,POL,0.546425759792328,0.831825613975525
2021,YR2021,Portugal,PRT,0.74234664440155,0.724131643772125
2021,YR2021,Puerto Rico,PRI,0.369727611541748,0.826616287231445
2021,YR2021,Qatar,QAT,0.77996701002121,0.856976270675659
2021,YR2021,Reunion,REU,0.638071477413177,0.946981251239777
2021,YR2021,Romania,ROU,-0.0609265565872192,0.29227140545845
2021,YR2021,Russian Federation,RUS,-0.920365571975708,-0.542337775230408
2021,YR2021,Rwanda,RWA,0.573205888271332,0.0610510520637035
2021,YR2021,Samoa,WSM,0.59258770942688,-0.219749256968498
2021,YR2021,San Marino,SMR,1.2798718214035,0.534613013267517
2021,YR2021,Sao Tome and Principe,STP,0.23190039396286,-0.947238504886627
2021,YR2021,Saudi Arabia,SAU,0.282737106084824,0.32376030087471
2021,YR2021,Senegal,SEN,0.0421113222837448,-0.322730869054794
2021,YR2021,Serbia,SRB,-0.458568871021271,0.0355201736092567
2021,YR2021,Seychelles,SYC,1.60045492649078,0.00621102703735232
2021,YR2021,Sierra Leone,SLE,-0.456325620412827,-0.980271220207214
2021,YR2021,Singapore,SGP,2.13980793952942,2.22689867019653
2021,YR2021,Slovak Republic,SVK,0.211424857378006,0.866957545280457
2021,YR2021,Slovenia,SVN,0.693418622016907,0.822128713130951
2021,YR2021,Solomon Islands,SLB,-0.163580566644669,-0.847071647644043
2021,YR2021,Somalia,SOM,-1.79511249065399,-1.83623266220093
2021,YR2021,South Africa,ZAF,-0.034114234149456,-0.0907086357474327
2021,YR2021,South Sudan,SSD,-1.83681619167328,-2.00442314147949
2021,YR2021,Spain,ESP,0.71550315618515,0.797288954257965
2021,YR2021,Sri Lanka,LKA,-0.356352984905243,-0.389435440301895
2021,YR2021,St. Kitts and Nevis,KNA,0.406278491020203,0.539407789707184
2021,YR2021,St. Lucia,LCA,0.557350099086761,0.383640795946121
2021,YR2021,St. Vincent and the Grenadines,VCT,0.774260222911835,0.343585729598999
2021,YR2021,Sudan,SDN,-1.27922034263611,-1.4769868850708
2021,YR2021,Suriname,SUR,-0.418640315532684,-0.721502065658569
2021,YR2021,Sweden,SWE,2.09889101982117,1.74532163143158
2021,YR2021,Switzerland,CHE,1.95900893211365,1.72331547737122
2021,YR2021,Syrian Arab Republic,SYR,-1.7984002828598,-1.64680981636047
2021,YR2021,"Taiwan, China",TWN,1.1784256696701,1.47326695919037
2021,YR2021,Tajikistan,TJK,-1.35408008098602,-1.15477156639099
2021,YR2021,Tanzania,TZA,-0.39690038561821,-0.640137732028961
2021,YR2021,Thailand,THA,-0.478348255157471,0.0835350751876831
2021,YR2021,Timor-Leste,TLS,-0.0724384933710098,-0.777108013629913
2021,YR2021,Togo,TGO,-0.69167947769165,-0.646790862083435
2021,YR2021,Tonga,TON,-0.428654044866562,-0.315788686275482
2021,YR2021,Trinidad and Tobago,TTO,-0.299970984458923,-0.0954581275582314
2021,YR2021,Tunisia,TUN,-0.263698995113373,-0.4002965092659
2021,YR2021,Turkiye,TUR,-0.407550573348999,-0.100666180253029
2021,YR2021,Turkmenistan,TKM,-1.43906712532043,-2.0308940410614
2021,YR2021,Tuvalu,TUV,0.660916447639465,-0.292559325695038
2021,YR2021,Uganda,UGA,-1.03053748607635,-0.490780681371689
2021,YR2021,Ukraine,UKR,-0.786468088626862,-0.290212571620941
2021,YR2021,United Arab Emirates,ARE,1.15014326572418,1.00612270832062
